Year,Country,Air Pollution Index,CancerDeath,Inflation,Count,AvgTemperature,GDP
1997,Lebanon,0.061929914,2843.7185015160003,12.116666666666667,3658424,68.64246575342466,15751867489.0
1998,Lebanon,0.067299464,2830.9075268650004,4.55,3693520,68.57452054794521,17247179006.0
1999,Lebanon,0.064344945,2913.0606295220005,0.24,3747766,70.09726027397261,17391056369.0
2000,Lebanon,0.058777961,3061.558061173,-0.36,3842778,69.42349726775956,17260364842.0
2001,Lebanon,0.057319517,3199.01423887,-0.37,3991001,70.93205479452055,17649751244.0
2002,Lebanon,0.057268605,3361.664850641,1.76,4182205,68.42438356164384,19152238806.0
2003,Lebanon,0.056209789,3569.091737579,1.27,4388375,70.11972602739726,20082918740.0
2004,Lebanon,0.05680252,3781.095763191,1.67,4569378,69.7379781420765,21159827992.0
2005,Lebanon,0.055711651,3968.763310951,-0.72,4698763,69.65260273972603,21497336499.0
2006,Lebanon,0.05189797,4106.920615053999,5.57,4759753,64.13315068493151,22022709852.0
2007,Lebanon,0.048473292,4194.710125485,4.06,4767344,69.76054794520547,24827355015.0
2008,Lebanon,0.055384894,4280.269966688,11.51,4764741,69.52868852459017,29118916106.0
2009,Lebanon,0.06007124,4382.682973086,-2.2199999999999998,4813026,70.27123287671233,35399582929.0
2010,Lebanon,0.062945143,4541.484959353,5.1066666666666665,4953061,72.65698630136986,38443907042.0
2011,Lebanon,0.065798523,4756.817747983,7.670000000000001,5202343,70.00301369863013,39927125961.0
2012,Lebanon,0.07819734,5008.178751581001,5.303333333333334,5538634,70.8707650273224,44035991893.0
2013,Lebanon,0.079482105,5344.091238487999,2.956666666666667,5914621,70.90547945205479,46909335551.0
2014,Lebanon,0.078227145,5673.070966922,1.8233333333333333,6262410,70.75068493150685,48133414840.0
2015,Lebanon,0.082077889,5957.65717158,-3.4600000000000004,6532678,70.04781420765028,50065946086.0
2016,Lebanon,0.084685064,6279.612384261,-1.2933333333333332,6711121,69.54535519125683,51389318291.0
1995,Madagascar,0.115539733,6637.321242370001,48.81333333333333,13475400,64.42465753424658,3838101052.0
1996,Madagascar,0.115084566,6790.761797620001,17.82,13902688,64.83360655737704,4931861239.0
1997,Madagascar,0.112137727,6958.646164729998,7.345,14347854,58.685753424657534,4262965282.0
1998,Madagascar,0.117591939,7124.079943469999,11.555,14808791,54.96630136986302,4401967499.0
1999,Madagascar,0.120680259,7221.605815349998,8.379999999999999,15282521,57.49260273972602,4277903780.0
2000,Madagascar,0.121857759,7382.13509221,10.985,15766806,54.80081967213114,4629247091.0
2001,Madagascar,0.122737132,7508.874937980001,5.64,16260932,66.20657534246575,5438332738.0
2002,Madagascar,0.125085908,7743.62930016,15.4,16765117,64.12273972602739,5351701534.0
2003,Madagascar,0.129261973,7977.30284444,-3.2000000000000006,17279141,65.41150684931507,6372498720.0
2004,Madagascar,0.133694543,8177.02786952,15.920000000000002,17802997,65.35382513661202,5064732716.0
2005,Madagascar,0.144611952,8332.44272163,20.32,18336724,65.53671232876712,5859269849.0
2006,Madagascar,0.148137991,8519.240870339998,16.49,18880269,65.42794520547946,6395712392.0
2007,Madagascar,0.15106635,8736.124553869999,8.596666666666666,19433530,64.19808219178081,8524620739.0
2008,Madagascar,0.15249209,9058.12991399,9.633333333333333,19996473,64.73387978142077,10725137931.0
2009,Madagascar,0.153050019,9436.72778477,8.625,20569117,65.4249315068493,9616879571.0
2010,Madagascar,0.157190475,9834.79506217,7.825,21151640,66.61013698630137,9982711338.0
2011,Madagascar,0.163661737,10188.20861695,11.49,21743967,66.66000000000001,11551819618.0
2012,Madagascar,0.160823927,10565.742303689998,5.44,22346641,54.40409836065575,11578974888.0
2013,Madagascar,0.162490247,10937.12412392,5.395,22961253,64.36465753424658,12423555269.0
2014,Madagascar,0.165934242,11349.46650215,6.036666666666666,23589887,65.8358904109589,12522957228.0
2015,Madagascar,0.169182262,11787.304519350004,8.646666666666667,24234088,65.31584699453552,11323020829.0
2016,Madagascar,0.172728911,12218.74832667,7.713333333333334,24894380,63.85956284153005,11848613735.0
1995,Malawi,0.070183792,5389.8649518600005,88.025,9844415,12.776986301369863,1397457932.0
1996,Malawi,0.070460503,5516.903263849999,41.515,10022789,-44.078142076502736,2281034131.0
1997,Malawi,0.068988328,5845.5181834,8.67,10264906,20.5427397260274,2663234934.0
1998,Malawi,0.070193715,6342.20096605,28.74,10552338,-5.1627397260273975,1750584265.0
1999,Malawi,0.073072609,6933.346547720001,43.88,10854322,-29.41287671232877,1775921718.0
2000,Malawi,0.072424271,7531.33491535,24.65,11148758,23.962841530054643,1743506531.0
2001,Malawi,0.074897374,7984.468548070002,12.62,11432000,-30.36493150684932,1716502862.0
2002,Malawi,0.077350526,8478.207137989999,11.935,11713664,-39.43863013698631,3495748398.0
2003,Malawi,0.078847533,9135.848162559998,6.5600000000000005,12000181,-87.35808219178082,3208837077.0
2004,Malawi,0.080992324,9734.41977659,7.75,12301838,-99.0,3476094499.0
2005,Malawi,0.084469638,10180.464991669998,12.715,12625952,-99.0,3655909664.0
2006,Malawi,0.086968919,10153.11628169,11.945,12973699,-98.53852459016392,3998020177.0
2010,Malawi,0.095128532,11215.32423927,6.225,14539612,23.09153005464481,6959655571.0
2011,Malawi,0.097534832,11550.13951814,5.375,14962112,51.2213698630137,8004000737.0
2012,Malawi,0.098188867,11863.715408910002,20.405,15396005,45.10409836065573,6028487929.0
2013,Malawi,0.098791313,12176.62503674,27.015,15839269,60.23490566037736,5518880769.0
1995,Malaysia,0.356516159,11623.86511872,3.7925,20487607,80.56465753424658,88705342903.0
1996,Malaysia,0.381974865,11861.803936359998,2.015,21017613,80.56939890710383,100855000000.0
1997,Malaysia,0.397067469,12164.523894930002,3.0925,21562793,80.98027397260273,100005000000.0
1998,Malaysia,0.378113198,12550.16683213,6.744999999999999,22114654,16.265205479452057,72167498981.0
1999,Malaysia,0.375344653,13036.747243069998,1.065,22661298,80.75095890410958,79148421053.0
2000,Malaysia,0.37957087,13574.083804059996,2.1575,23194257,79.80136612021857,93789736842.0
2001,Malaysia,0.392141181,14066.986271000002,0.99,23709119,81.98191780821918,92783947368.0
2002,Malaysia,0.420167544,14676.90268939,0.4325,24208391,80.7186301369863,100846000000.0
2003,Malaysia,0.42618739,15372.85143941,1.8675,24698819,82.15315068493152,110202000000.0
2004,Malaysia,0.459612406,15834.464013699995,2.75,25190652,82.09262295081967,124749000000.0
2005,Malaysia,0.464191322,16437.92903537,3.75,25690611,83.10027397260274,143534000000.0
2006,Malaysia,0.477380627,16866.50551175,3.068,26201961,81.65917808219177,162691000000.0
2007,Malaysia,0.516993306,17346.17723156,2.68,26720370,80.78821917808219,193548000000.0
2008,Malaysia,0.530323314,17847.601190359994,5.72,27236006,80.42622950819673,230814000000.0
2009,Malaysia,0.50520268,18362.779009520003,0.0799999999999998,27735040,81.41534246575343,202258000000.0
2010,Malaysia,0.544181442,18906.035197099995,2.514,28208035,83.42794520547946,255017000000.0
2011,Malaysia,0.546695697,19620.05495735999,4.792,28650955,83.06739726027396,297952000000.0
2012,Malaysia,0.540309357,20342.0089134,1.362,29068159,82.97950819672131,314443000000.0
2013,Malaysia,0.591145842,21049.208404710003,1.22,29468872,82.33534246575343,323277000000.0
2014,Malaysia,0.613684394,21766.44861387,2.726,29866559,81.93534246575342,338062000000.0
2015,Malaysia,0.599816858,22477.89685684,0.8160000000000001,30270962,81.74617486338798,301355000000.0
2016,Malaysia,0.59428175,23225.83121113,1.996,30684804,81.46775956284154,301255000000.0
1995,Mauritania,0.027702598,1241.602090537,7.27,2313630,73.51808219178082,2091731421.0
1996,Mauritania,0.02824197,1277.2308018209994,6.09,2372901,54.90765027322404,2132081882.0
1997,Mauritania,0.028691961,1294.50428052,4.415,2433563,69.16054794520548,2072001067.0
1998,Mauritania,0.0259353,1321.263010817,8.415,2496216,75.05643835616438,2032345832.0
1999,Mauritania,0.027467764,1333.651658902,3.835,2561585,67.27917808219179,1985924387.0
2000,Mauritania,0.028011014,1357.352341973,3.575,2630219,74.6877049180328,1779523344.0
2001,Mauritania,0.029842526,1386.7723230889997,5.609999999999999,2702400,74.31452054794521,1746064719.0
2002,Mauritania,0.029919754,1402.5407042110005,4.15,2778099,72.43616438356165,1777058593.0
2003,Mauritania,0.031055933,1426.389303842,5.575,2857148,74.12520547945206,2051147607.0
2004,Mauritania,0.03078333,1472.3607363460003,8.766666666666666,2939247,75.68661202185793,2362501023.0
2005,Mauritania,0.033695843,1508.0496737360002,11.713333333333331,3024194,75.62547945205479,2936019526.0
2006,Mauritania,0.033060756,1537.4579194849998,6.446666666666666,3111906,76.8131506849315,3919577286.0
2007,Mauritania,0.033086831,1576.5993206520002,8.733333333333333,3202517,76.85890410958905,4346206809.0
2008,Mauritania,0.030726654,1625.034755294,8.299999999999999,3296238,75.77103825136612,5206444407.0
2009,Mauritania,0.03204316,1681.3074241989998,0.6166666666666667,3393409,76.70739726027398,4714592493.0
2010,Mauritania,0.032625237,1739.1304214650002,5.993333333333333,3494195,78.9331506849315,5628882266.0
2011,Mauritania,0.034523361,1793.4127877000003,5.37,3598648,77.2131506849315,6764635687.0
2012,Mauritania,0.035263047,1860.46325186,4.19,3706554,77.89508196721312,6728208836.0
2013,Mauritania,0.035884311,1931.462577845,4.133333333333334,3817494,78.57698630136986,7223063170.0
2014,Mauritania,0.036470658,2002.929449343,3.513333333333333,3930896,77.13972602739726,6592537782.0
2015,Mauritania,0.037406027,2081.228954629,3.3633333333333333,4046301,77.8344262295082,6166857629.0
2016,Mauritania,0.038131649,2163.067208903,1.2066666666666666,4163534,60.956830601092896,6398744505.0
1995,Mexico,1.519674439,51430.8863494,37.598,91663285,38.80977168949772,360074000000.0
1996,Mexico,1.540104317,52535.81008940001,36.608,93147044,45.69653916211293,410976000000.0
1997,Mexico,1.60070719,54118.8636074,20.6,94611002,16.3,500413000000.0
1998,Mexico,1.63387952,55724.96671130001,15.692000000000002,96056321,13.619817351598174,526502000000.0
1999,Mexico,1.609305377,56585.5697985,15.088,97484832,46.978264840182646,600233000000.0
2000,Mexico,1.650054503,57106.01857729998,11.534,98899845,53.510018214936245,707907000000.0
2001,Mexico,1.61881663,58035.4465963,6.364,100298153,52.672420091324206,756706000000.0
2002,Mexico,1.58680549,59812.1747286,5.194,101684758,30.921552511415523,772106000000.0
2003,Mexico,1.616177089,61680.6030708,7.628,103081020,34.795890410958904,729336000000.0
2004,Mexico,1.620086209,62633.3612077,5.82,104514932,43.13269581056466,782241000000.0
2005,Mexico,1.641172645,64826.4271006,4.308,106005203,36.8110502283105,877476000000.0
2006,Mexico,1.608727188,65660.50518820001,4.136,107560153,30.634306569343064,975387000000.0
2007,Mexico,1.658550954,66688.6779708,4.3740000000000006,109170502,35.286678832116785,1052700000000.0
2008,Mexico,1.740490725,69649.13628149999,5.998,110815271,67.34658469945354,1109990000000.0
2009,Mexico,1.645777713,72289.28831609999,5.208,112463887,69.57452054794521,900045000000.0
2010,Mexico,1.654482662,73742.3390012,3.754,114092963,34.878193430656935,1057800000000.0
2011,Mexico,1.685741946,74866.3092466,3.678,115695473,62.73908675799087,1180490000000.0
2012,Mexico,1.668405398,76924.7498119,4.558,117274155,63.31056466302368,1201090000000.0
2013,Mexico,1.697006566,80294.0132939,3.174,118827161,60.957481751824815,1274440000000.0
2014,Mexico,1.662897823,82700.63120090002,3.502,120355128,59.26459854014598,1315350000000.0
2015,Mexico,1.662986017,84059.91649850001,2.774,121858258,55.035610200364296,1171870000000.0
2016,Mexico,1.657709142,86444.69769579999,3.53,123333376,59.03615664845173,1078490000000.0
1995,Mongolia,0.075212862,2916.337529752,0.22,2298020,31.935616438356163,1452165005.0
1996,Mongolia,0.073477993,2974.9551042350004,46.83,2316568,26.650546448087432,1345719472.0
1997,Mongolia,0.073966911,2995.614343474,54.655,2335734,32.12547945205479,1180934203.0
1998,Mongolia,0.073765956,2995.9292483030003,15.575,2355664,31.159178082191783,1124440249.0
1999,Mongolia,0.073919942,2993.601112822,9.86,2376225,30.951780821917808,1057408589.0
2000,Mongolia,0.076245358,2994.461876019,10.015,2397418,30.02868852459016,1136896124.0
2001,Mongolia,0.074886998,3040.3370874249995,19.425,2419588,29.413150684931505,1267997934.0
2002,Mongolia,0.073268477,3132.1403289969994,6.675000000000001,2443271,28.28876712328767,1396555720.0
2003,Mongolia,0.070813709,3229.170610186,2.725,2468762,29.238904109589043,1595297356.0
2004,Mongolia,0.073700762,3310.1469191710003,4.965,2496391,31.49071038251366,1992066808.0
2005,Mongolia,0.07676825,3379.869618056999,10.675,2526424,29.94054794520548,2523471532.0
2006,Mongolia,0.085866402,3451.303714823,5.456666666666666,2558856,30.99232876712329,3414055566.0
2007,Mongolia,0.092180708,3499.100063047,10.123333333333331,2593820,32.97506849315069,4234999823.0
2008,Mongolia,0.096913331,3566.505530623,30.626666666666665,2631898,31.381967213114752,5623216449.0
2009,Mongolia,0.096379413,3680.513938665,5.753333333333334,2673796,29.8627397260274,4583850368.0
2010,Mongolia,0.096584821,3814.1519829950007,10.173333333333334,2719896,28.467397260273973,7189481824.0
2011,Mongolia,0.101009909,3908.996066312001,9.49,2770362,27.85890410958904,10409797649.0
2012,Mongolia,0.103793063,3997.737459762,16.103333333333335,2824699,26.251092896174864,12292770631.0
2013,Mongolia,0.10527643,4096.960876783,8.643333333333333,2881792,28.99890410958904,12582122604.0
2014,Mongolia,0.10277045,4191.184639028999,12.113333333333337,2940108,30.123013698630132,12226514722.0
2015,Mongolia,0.09906408,4360.742617336001,6.37,2998439,31.153005464480877,11619892396.0
2016,Mongolia,0.100757978,4549.027326112,-0.0733333333333334,3056359,27.95846994535519,11181350461.0
1995,Morocco,0.193420654,11587.06971388,6.12,26994250,64.79369863013699,39030285468.0
1996,Morocco,0.191010286,11851.56391387,2.99,27383473,63.509836065573765,43161452678.0
1997,Morocco,0.19479661,12185.76147902,1.04,27754571,64.58876712328768,39147844526.0
1998,Morocco,0.19459473,12464.471820789997,2.74,28110443,61.14547945205479,41806219379.0
1999,Morocco,0.202236712,12851.355920749998,0.69,28455509,62.36958904109589,41632027600.0
2000,Morocco,0.200426745,13181.107630060003,2.06,28793679,63.35245901639344,38857251336.0
2001,Morocco,0.205062125,13576.741804569998,1.305,29126330,63.95616438356164,39459581217.0
2002,Morocco,0.209274428,14025.085773740004,2.19,29454768,61.52739726027397,42236836821.0
2003,Morocco,0.21050181,14486.60806383,1.13,29782884,63.36931506849315,52064058834.0
2004,Morocco,0.230450447,14961.81336077,1.495,30115214,63.39672131147541,59626020162.0
2005,Morocco,0.234150638,15471.758760360002,3.9,30455561,62.97260273972603,62343022651.0
2006,Morocco,0.234220271,15895.92211504,4.1066666666666665,30804683,64.06931506849315,68640825481.0
2007,Morocco,0.233265337,16332.937997599996,1.8333333333333333,31163673,62.07534246575342,79041294874.0
2008,Morocco,0.239515335,16785.43245666,6.8075,31536811,61.643989071038256,92507257784.0
2009,Morocco,0.226172588,17282.985619809995,-2.618,31929087,61.42301369863014,92897320376.0
2010,Morocco,0.232565591,17823.42940876,1.902,32343389,63.16986301369863,93216746662.0
2011,Morocco,0.242660539,18295.59616497,3.46,32781850,63.72383561643836,101370000000.0
2012,Morocco,0.242595257,18822.01569048,1.598,33241898,62.62868852459016,98266306615.0
2013,Morocco,0.23775313,19352.80297532,0.974,33715693,62.47287671232876,106826000000.0
2014,Morocco,0.237900953,19931.9651023,0.0119999999999999,34192347,63.08958904109589,110081000000.0
2015,Morocco,0.241348197,20534.49144136,0.8620000000000001,34663603,62.81666666666667,101180000000.0
2016,Morocco,0.242572998,21115.67554256,1.5699999999999998,35126296,62.86092896174863,103312000000.0
1995,Mozambique,0.08631349,9220.057115983,46.45666666666667,15483286,71.56767123287672,2899922842.0
1996,Mozambique,0.086836,9448.395358911,42.13,15960442,53.32540983606557,3856799844.0
1997,Mozambique,0.088242598,9685.268827411,6.986666666666667,16397183,55.48520547945205,4648832184.0
1998,Mozambique,0.093635374,9687.141227565,1.7966666666666669,16813949,65.1558904109589,5263877520.0
1999,Mozambique,0.094774301,9724.629336685,5.09,17244188,66.27808219178083,5976408044.0
2000,Mozambique,0.087833117,9872.259731694,7.170000000000001,17711927,46.26584699453552,5656473652.0
2001,Mozambique,0.090801727,9671.976009142,7.353333333333334,18221888,69.03808219178083,5398568544.0
2002,Mozambique,0.092931361,9820.742545019,13.856666666666667,18764155,73.01616438356164,5677003239.0
2003,Mozambique,0.097244223,9881.077827789,12.816666666666668,19331100,66.59972602739727,6303391144.0
2004,Mozambique,0.100020453,10086.60794413,11.976666666666668,19910552,65.21967213114755,7631120533.0
2005,Mozambique,0.100530801,10439.862283196995,8.11,20493925,64.54684931506848,8542070110.0
2006,Mozambique,0.101675503,10662.683338722003,14.246666666666668,21080110,69.2454794520548,9176889070.0
2007,Mozambique,0.106711578,11048.186465667,10.32,21673316,71.29150684931507,10450843291.0
2008,Mozambique,0.107308251,11329.676111615998,16.12333333333333,22276596,73.80655737704919,12556195189.0
2009,Mozambique,0.110203877,11681.301896062,1.1166666666666665,22894710,71.17534246575343,11914471497.0
2010,Mozambique,0.113467033,12101.318200606998,12.846666666666666,23531574,57.94,11104648673.0
2011,Mozambique,0.117362223,12407.644550451,11.1,24187487,-23.073698630136985,14381552433.0
2012,Mozambique,0.127995334,12737.836465508002,1.3325,24862648,59.325956284153,16350804543.0
2013,Mozambique,0.130927795,13206.939655711998,6.5,25560725,69.74191780821917,16974320551.0
2014,Mozambique,0.135219885,13881.876940909997,2.225,26286163,69.38602739726028,17716084108.0
2015,Mozambique,0.144042427,14672.198980973,7.1425,27042002,73.7139344262295,15950969019.0
2016,Mozambique,0.18285931,15274.597193704,23.325,27829942,72.91147540983606,11936999283.0
1995,Namibia,0.028209047,543.461827522,14.54,1627865,66.39397260273972,3978497753.0
1996,Namibia,0.02501492,564.7261027469999,8.0,1663378,67.93306010928961,3989208662.0
1997,Namibia,0.027350538,588.4063085439999,9.76,1698032,64.38931506849315,4154955686.0
1998,Namibia,0.022367633,614.762017122,5.640000000000001,1731639,68.53726027397259,3873098656.0
1999,Namibia,0.023288167,648.9757318260001,7.526666666666666,1763859,67.37232876712329,3868541599.0
2000,Namibia,0.024154608,683.594152308,8.24,1794571,62.10327868852459,3922247990.0
2001,Namibia,0.030921495,695.129325691,9.77,1823672,19.304109589041097,3557333364.0
2002,Namibia,0.029220544,707.2467758099999,13.273333333333332,1851523,-0.0342465753424658,3349184760.0
2003,Namibia,0.036500771,739.843352778,7.68,1879117,42.141917808219176,4926471294.0
2004,Namibia,0.046647134,758.9869078129999,3.82,1907745,48.36010928961748,6609198833.0
2005,Namibia,0.049684632,772.1622988870001,1.81,1938320,66.27205479452054,7248394160.0
2006,Namibia,0.047232781,788.400858061,4.503333333333333,1971317,62.97315068493151,8001779551.0
2007,Namibia,0.049478069,792.440258418,6.88,2006514,58.99643835616438,8839526452.0
2008,Namibia,0.0483509,803.93760325,7.093333333333334,2043394,64.47459016393442,8607475308.0
2009,Namibia,0.050745256,843.357544864,11.576666666666666,2081044,62.47671232876712,8938868165.0
2010,Namibia,0.053938665,844.0511683210001,5.593333333333334,2118874,64.91041095890411,11431334447.0
2011,Namibia,0.056835275,854.0989224669997,5.876666666666666,2156701,48.0358904109589,12523402329.0
2012,Namibia,0.056207429,869.138676222,7.2,2194784,66.92540983606557,13042007432.0
2013,Namibia,0.053018075,891.913272344,5.766666666666667,2233510,68.68493150684931,12043276397.0
2014,Namibia,0.056576475,918.012585921,5.623333333333332,2273430,63.00082191780822,12435416060.0
2015,Namibia,0.050143768,943.5122519369996,3.893333333333333,2314904,64.60983606557377,11335179562.0
2016,Namibia,0.053869653,966.599990514,8.38,2358041,64.85327868852458,10721994677.0
1995,Nepal,0.197938614,9644.418488360005,5.3933333333333335,21576071,22.46675824175824,4401104418.0
1996,Nepal,0.201958034,9677.39436418,8.926666666666668,22090352,40.13743169398907,4521580381.0
1997,Nepal,0.206644791,9804.72317055,7.766666666666667,22584775,14.667945205479452,4918691917.0
1998,Nepal,0.211209535,10063.7536764,9.276666666666666,23057883,45.72630136986301,4856255044.0
1999,Nepal,0.216932748,10310.83776615,8.126666666666667,23509964,41.64082191780822,5033642384.0
2000,Nepal,0.227554803,10564.956393609998,8.863333333333333,23941110,38.75601092896175,5494252208.0
2001,Nepal,0.232430962,10904.94253981,2.543333333333333,24347106,63.28356164383562,6007055042.0
2002,Nepal,0.238341266,11287.75064934,2.733333333333333,24725627,58.15315068493151,6050875807.0
2003,Nepal,0.243579416,11601.25615216,8.546666666666667,25080872,66.23890410958904,6330473097.0
2004,Nepal,0.2509482,11945.629137569997,4.12,25419344,63.85792349726776,7273938315.0
2005,Nepal,0.252594475,12268.312809889996,10.746666666666668,25744500,62.23643835616439,8130258041.0
2006,Nepal,0.257844417,12481.677044089998,11.02,26066693,-25.07315068493151,9043715356.0
2007,Nepal,0.262356751,12693.58278787,5.833333333333333,26382581,-17.206849315068492,10325618017.0
2008,Nepal,0.268474025,12936.28582473,12.326666666666668,26666576,62.634972677595634,12545438605.0
2009,Nepal,0.274026252,13208.83491241,9.339999999999998,26883535,61.736712328767126,12854985464.0
2010,Nepal,0.279103547,13506.95962613,9.56,27013212,60.37890410958904,16002656434.0
2011,Nepal,0.286016301,13864.964536360005,9.57,27041437,66.14575342465754,21621710003.0
2012,Nepal,0.272639139,14254.026638680005,8.31,26989862,63.91693989071038,21703106502.0
2013,Nepal,0.297174509,14704.79747463,9.87,26917906,61.43643835616438,22162208956.0
2014,Nepal,0.30509389,15165.983658189998,9.04,26906926,64.13123287671233,22731602970.0
2015,Nepal,0.306327964,15657.575874389997,7.21,27015031,63.67704918032787,24360795410.0
2016,Nepal,0.322120804,16093.80411532,9.93,27261131,63.7136612021858,24524098184.0
1995,New Zealand,0.101270113,7057.041101477,2.968,3673400,59.24931506849315,63918703507.0
1996,New Zealand,0.100744476,7185.508414501999,2.402,3732000,59.46448087431694,70140835299.0
1997,New Zealand,0.103117204,7201.080575317998,1.854,3781300,58.70328767123288,66075143415.0
1998,New Zealand,0.101352924,7280.821531570001,1.902,3815000,59.49808219178082,56227169851.0
1999,New Zealand,0.104682072,7356.742671372999,0.646,3835100,59.77232876712329,58762260626.0
2000,New Zealand,0.109212069,7413.616295957999,2.972,3857700,59.45710382513661,52623281957.0
2001,New Zealand,0.113157166,7539.716425044,3.368,3880500,58.92027397260274,53872425917.0
2002,New Zealand,0.11825864,7599.585250875999,2.322,3948500,53.43534246575343,66627729311.0
2003,New Zealand,0.124214351,7661.191654049,1.522,4027200,55.82821917808219,88250885550.0
2004,New Zealand,0.124349416,7754.543547306999,2.644,4087500,58.54672131147541,103905000000.0
2005,New Zealand,0.125638662,7762.279025576,3.4620000000000006,4133900,60.49178082191781,114720000000.0
2006,New Zealand,0.123823255,7899.295660711999,4.08,4184600,59.0254794520548,111539000000.0
2007,New Zealand,0.123585564,8026.648428409,3.26,4223800,59.293424657534246,137189000000.0
2008,New Zealand,0.123247091,8153.112750083999,5.952,4259800,59.01612021857924,133131000000.0
2009,New Zealand,0.117251812,8208.361279128,2.354,4302600,58.430410958904105,121374000000.0
2010,New Zealand,0.117583346,8274.865251637,2.056,4350700,59.81369863013698,146518000000.0
2011,New Zealand,0.118380504,8397.663072703,4.032,4384000,60.10904109589041,168291000000.0
2012,New Zealand,0.12089157,8540.859646253999,1.078,4408100,56.5207650273224,176207000000.0
2013,New Zealand,0.121320925,8666.815347168,1.476,4442100,60.44109589041096,190907000000.0
2014,New Zealand,0.123532984,8841.233303139,1.294,4509700,59.23835616438356,201313000000.0
2015,New Zealand,0.122205088,9103.923568767,0.4239999999999999,4595700,58.89071038251366,178064000000.0
2016,New Zealand,0.118435354,9345.04026633,1.016,4693200,59.13633879781421,188943000000.0
1995,Nicaragua,0.048336122,1685.4551736949998,11.56,4652185,-79.00383561643837,4140470000.0
1996,Nicaragua,0.05009199,1738.104535712,11.525,4741578,23.16912568306011,4308351903.0
1997,Nicaragua,0.053007297,1779.367892856,9.145,4827661,81.91041095890411,4389965591.0
1998,Nicaragua,0.055553063,1824.16942466,13.675,4910647,80.55205479452054,4635267225.0
1999,Nicaragua,0.059185634,1860.7277858490004,8.305,4991040,80.59808219178082,4855717875.0
2000,Nicaragua,0.061536358,1909.942917276,8.275,5069302,78.46666666666667,5107329007.0
2001,Nicaragua,0.061535508,1967.038409318,7.98,5145366,81.57616438356165,5323146566.0
2002,Nicaragua,0.063540806,2031.858443912,3.686666666666667,5219328,79.66767123287671,5224213018.0
2003,Nicaragua,0.063272586,2105.190605906,5.276666666666666,5292118,80.41917808219178,5322454926.0
2004,Nicaragua,0.064860781,2171.936479937,9.156666666666666,5364935,78.56967213114754,5795568205.0
2005,Nicaragua,0.064252838,2221.827933166,9.613333333333332,5438690,80.59013698630137,6321335612.0
2006,Nicaragua,0.065079736,2269.194155346,10.126666666666669,5513763,80.81726027397261,6763418646.0
2007,Nicaragua,0.066591957,2329.730044347,12.175,5590055,81.22849315068494,7423421958.0
2008,Nicaragua,0.065885465,2405.420750038,21.5975,5667432,77.23524590163935,8496946608.0
2009,Nicaragua,0.067517084,2499.546176111,0.3474999999999999,5745526,81.4213698630137,8298679909.0
2010,Nicaragua,0.068568817,2601.924563058999,7.2625,5824065,79.43945205479453,8758592272.0
2011,Nicaragua,0.069724994,2691.284093357,11.5675,5903039,80.69835616438357,9774262742.0
2012,Nicaragua,0.071964149,2791.909214055,6.845999999999999,5982526,80.7396174863388,10532006608.0
2013,Nicaragua,0.071372364,2889.867140701,6.556,6062454,81.9186301369863,10982979274.0
2014,Nicaragua,0.073517673,2985.237368049,6.9,6142733,81.55452054794522,11880434071.0
2015,Nicaragua,0.077620305,3070.806002892,3.442,6223240,80.6292349726776,12756706583.0
2016,Nicaragua,0.078300841,3148.698128643,2.69,6303974,81.20218579234972,13286083645.0
1995,Nigeria,1.139229718,53155.99130162999,72.55666666666667,107948335,82.87561643835616,44062465800.0
1996,Nigeria,1.184774815,54453.74876642001,28.3175,110668794,83.25109289617487,51075815093.0
1997,Nigeria,1.231509159,55436.43114656001,8.91,113457663,75.22027397260274,54457835193.0
1998,Nigeria,1.226080949,56156.35953247,14.8925,116319759,36.9378555798687,54604050168.0
1999,Nigeria,1.256536821,55788.18099241,12.165,119260063,62.75205479452055,59372613486.0
2000,Nigeria,1.301020132,56025.71127559,10.005,122283850,18.044672131147543,69448756933.0
2001,Nigeria,1.368556507,56006.75056637,14.395,125394046,56.70164383561644,74030364472.0
2002,Nigeria,1.391518693,57098.395716180006,12.9875,128596076,36.8613698630137,95385819321.0
2003,Nigeria,1.440890854,57203.57026139999,18.4975,131900631,22.05890410958904,104912000000.0
2004,Nigeria,1.48021236,57663.29443443998,15.8275,135320422,38.63142076502732,136386000000.0
2005,Nigeria,1.520571647,57700.13460895,15.7875,138865016,47.03438356164384,176134000000.0
2006,Nigeria,1.525527727,58254.51856968998,11.155,142538308,58.42178082191781,236104000000.0
2007,Nigeria,1.566400428,59253.92436152,5.1,146339977,56.87986301369863,275626000000.0
2008,Nigeria,1.626175064,59100.20189397,10.0825,150269623,46.77390710382514,339476000000.0
2009,Nigeria,1.636033604,60346.43643052999,11.6825,154324933,81.05890410958904,295009000000.0
2010,Nigeria,1.741088035,61236.53722803001,12.665,158503197,82.17164383561644,361457000000.0
2011,Nigeria,1.778213737,62157.33285941001,11.8025,162805071,83.03753424657535,404994000000.0
2012,Nigeria,1.86446444,63494.61705093001,13.5975,167228767,80.23784153005464,455502000000.0
2013,Nigeria,1.869766695,65426.4170634,8.5925,171765769,75.65082191780822,508693000000.0
2014,Nigeria,1.849101547,67312.36831014999,7.619999999999999,176404902,61.257318741450064,546676000000.0
