Year,Country,Air Pollution Index,CancerDeath,Inflation,Count,AvgTemperature,GDP
2003,Dominican Republic,0.113436491,5529.22293486,28.95,8850317,76.83945205479452,21403167848.0
2004,Dominican Republic,0.108940444,5660.392982795,48.712500000000006,8974444,71.74808743169399,22322395368.0
2005,Dominican Republic,0.115069419,5819.396186637,4.01,9097257,77.32109589041096,35777570136.0
2006,Dominican Republic,0.116657284,5996.051201931998,6.935,9218686,69.78219178082192,37879869898.0
2007,Dominican Republic,0.116069123,6120.367734018001,4.6375,9338861,72.7668493150685,43965420072.0
2008,Dominican Republic,0.113527476,6303.222448507,9.7825,9458075,70.38360655737705,48122547177.0
2009,Dominican Republic,0.110440711,6482.7652369200005,4.4875,9576737,77.94821917808218,48261033298.0
2010,Dominican Republic,0.112286523,6663.797055808999,6.1725,9695121,80.13123287671233,53860175556.0
2011,Dominican Republic,0.111218549,6835.435963049001,9.23,9813210,78.98164383561644,58029750746.0
2012,Dominican Republic,0.11188223,7009.103658757001,3.5925,9930911,68.78169398907103,60681537196.0
2013,Dominican Republic,0.111097357,7251.485919648002,4.2825,10048224,22.55561643835616,62682163837.0
2014,Dominican Republic,0.110200678,7488.910222508998,3.275,10165178,47.82767123287671,67179914027.0
2015,Dominican Republic,0.116422829,7744.663526294002,1.335,10281680,74.73551912568306,71164825257.0
2016,Dominican Republic,0.121885046,8025.127054482999,1.865,10397743,74.74071038251365,75704720190.0
1995,Ethiopia,0.540795302,38979.92759498001,10.616666666666667,57047908,60.08301369863013,7663984568.0
1996,Ethiopia,0.557188539,39221.41068627,-0.8233333333333334,58883530,55.95245901639344,8547939731.0
1997,Ethiopia,0.572951196,39847.28075722,-1.0366666666666666,60697443,43.805205479452056,8589211390.0
1998,Ethiopia,0.589688113,40185.58162704,2.303333333333333,62507724,56.65917808219178,7818224906.0
1999,Ethiopia,0.603605337,40691.59461790999,6.25,64343013,41.82027397260274,7700833482.0
2000,Ethiopia,0.617506262,41480.55856838,0.3566666666666667,66224804,19.283879781420765,8242392104.0
2001,Ethiopia,0.639773306,41399.25511862999,-7.31,68159423,-6.162465753424658,8231326016.0
2002,Ethiopia,0.659467901,41451.057570960016,1.92,70142091,-48.32219178082191,7850809498.0
2003,Ethiopia,0.672961147,41818.88275756001,15.813333333333333,72170584,-98.10602739726026,8623691300.0
2004,Ethiopia,0.693855448,42571.60670818,4.706666666666667,74239505,-76.80819672131148,10131187261.0
2005,Ethiopia,0.711281192,43640.66827275999,12.42,76346311,38.2482191780822,12401139454.0
2006,Ethiopia,0.726891841,44775.34724026,14.57,78489206,23.276986301369863,15280861835.0
2007,Ethiopia,0.749547239,45862.47944535001,17.650000000000002,80674348,38.22657534246576,19707616773.0
2008,Ethiopia,0.771698911,46987.69545138,42.14333333333333,82916235,-1.9795081967213115,27066912635.0
2009,Ethiopia,0.790807091,48661.74333149,5.8975,85233913,-12.593424657534248,32437389116.0
2010,Ethiopia,0.804188802,50625.77356228999,6.4225,87639964,11.76849315068493,29933790334.0
2011,Ethiopia,0.820560106,52315.71720168999,31.07,90139927,57.472328767123294,31952763089.0
2012,Ethiopia,0.840727531,53997.16121343001,22.986666666666668,92726971,58.07568306010929,43310721414.0
2013,Ethiopia,0.861987877,55684.11879765999,8.47,95385785,60.764657534246574,47648211133.0
2014,Ethiopia,0.883080903,57650.10609664,7.953333333333333,98094253,53.857650273224046,55612228234.0
2015,Ethiopia,0.897684959,59607.72325263999,10.32,100835458,50.28142076502732,64589334979.0
2016,Ethiopia,0.916669805,61613.73099310999,7.3,103603501,60.44508196721312,74296618481.0
1995,Finland,0.13968144,9647.025906032,-0.4300000000000001,5107790,42.24219178082192,134190000000.0
1996,Finland,0.141683422,9821.28413395,1.256,5124573,40.04672131147541,132129000000.0
1997,Finland,0.138791574,9883.590222660998,1.7239999999999998,5139835,42.07534246575342,126912000000.0
1998,Finland,0.137114568,9949.694087364,0.152,5153498,39.71369863013699,134039000000.0
1999,Finland,0.13632975,10028.31032412,0.396,5165474,42.88876712328767,135218000000.0
2000,Finland,0.130888681,10042.146912452,4.626,5176209,44.53606557377049,125707000000.0
2001,Finland,0.135098752,10099.999779334,1.818,5188008,42.012054794520544,129421000000.0
2002,Finland,0.133574865,10171.584923899,1.332,5200598,40.78164383561644,139738000000.0
2003,Finland,0.137866748,10304.07128739,2.54,5213014,41.38876712328767,171274000000.0
2004,Finland,0.130361137,10409.78618163,1.018,5228172,41.71065573770492,197117000000.0
2005,Finland,0.117925244,10516.745400646998,2.056,5246096,42.68356164383562,204809000000.0
2006,Finland,0.124330917,10707.003602384,3.2840000000000003,5266268,43.18958904109589,216908000000.0
2007,Finland,0.120223378,10825.970891391004,3.012,5288720,43.18739726027397,256053000000.0
2008,Finland,0.111271356,10961.269642701998,7.668000000000001,5313399,44.62295081967213,284554000000.0
2009,Finland,0.103690137,11163.835183489997,-1.4220000000000002,5338871,41.65917808219178,252497000000.0
2010,Finland,0.110521268,11353.064359025,2.722,5363352,40.1104109589041,249181000000.0
2011,Finland,0.100859102,11456.833545047,4.728,5388272,44.211780821917806,275244000000.0
2012,Finland,0.096686282,11578.326247755,2.664,5413971,41.50765027322405,258305000000.0
2013,Finland,0.093455135,11595.535792402,1.5580000000000005,5438972,43.63972602739726,271285000000.0
2014,Finland,0.089472468,11568.082162184995,0.576,5461512,43.711780821917806,274497000000.0
2015,Finland,0.083865415,11597.472467858,-0.532,5479531,44.13387978142077,234440000000.0
2016,Finland,0.083164322,11604.440234682,-0.3139999999999999,5495303,41.35327868852459,240608000000.0
1995,France,1.251055229,140860.53575870002,1.7574999999999998,59541899,55.55616438356165,1601090000000.0
1996,France,1.239305682,141865.4215354,1.9675,59753100,54.11407103825137,1605680000000.0
1997,France,1.166665623,141195.5821075,1.385,59964851,56.87465753424657,1452880000000.0
1998,France,1.16725207,143566.22215209997,1.21,60186288,52.51123287671233,1503110000000.0
1999,France,1.111457631,145280.7690301,0.355,60496718,55.67246575342466,1492650000000.0
2000,France,1.045792266,146324.6988576,2.336,60912500,55.76420765027323,1362250000000.0
2001,France,1.018691245,147597.594249,-2.2620000000000005,61357430,55.21260273972602,1376470000000.0
2002,France,0.981381223,149185.1956868,1.7100000000000002,61805267,54.06767123287671,1494290000000.0
2003,France,0.95561761,151024.64019309997,1.962,62244886,56.39082191780823,1840480000000.0
2004,France,0.937420215,151514.78561531,1.892,62704895,54.93183060109289,2115740000000.0
2005,France,0.894223086,153175.04792399998,2.236,63179351,54.853013698630136,2196130000000.0
2006,France,0.841133228,154526.00971889996,2.496,63621381,55.90506849315068,2318590000000.0
2007,France,0.813789158,156175.96238407996,-0.6639999999999999,64016225,54.70616438356164,2657210000000.0
2008,France,0.764205872,158092.75976954,6.3740000000000006,64374984,53.919672131147536,2918380000000.0
2009,France,0.716075042,159515.91268102,-3.2700000000000005,64707040,54.81438356164384,2690220000000.0
2010,France,0.726664178,161269.74949299,5.034,65027507,53.39917808219178,2642610000000.0
2011,France,0.668583867,162510.86595189004,2.842,65342780,56.67671232876712,2861410000000.0
2012,France,0.653932973,164527.13714957,2.38,65659809,54.8077868852459,2683830000000.0
2013,France,0.648318886,165237.70476212,1.058,65998687,54.00904109589041,2811080000000.0
2014,France,0.598609745,164747.53173241,0.2219999999999999,66316100,55.059863013698624,2852170000000.0
2015,France,0.589273355,166628.50720678995,-0.0479999999999999,66593366,54.833333333333336,2438210000000.0
2016,France,0.57421498,168636.25183008003,-0.238,66859768,53.53005464480874,2471290000000.0
1995,Gabon,0.03768435,1066.236850569,12.013333333333334,1084946,45.135261707988974,4958845906.0
1996,Gabon,0.038649388,1092.8460132789996,-0.18,1112955,24.77814207650273,5694040337.0
1997,Gabon,0.03958444,1100.2966140780002,3.6966666666666663,1141338,1.3389041095890408,5326816859.0
1998,Gabon,0.040106173,1117.210055474,0.96,1170061,72.173698630137,4483417120.0
1999,Gabon,0.039042852,1132.400529556,-1.13,1199052,65.10246575342467,4662992036.0
2000,Gabon,0.037390189,1162.735579949,0.6066666666666666,1228360,71.46284153005465,5080483464.0
2001,Gabon,0.03775741,1193.627450909,2.896666666666667,1258003,78.31698630136987,5023265365.0
2002,Gabon,0.042022577,1183.60168208,0.5733333333333334,1288315,77.28383561643835,5335451308.0
2003,Gabon,0.048053683,1214.13145474,1.7599999999999998,1319953,75.94438356164383,6511903657.0
2004,Gabon,0.053166617,1234.5188824,-1.37,1353795,63.71092896174864,7770219480.0
2005,Gabon,0.059208889,1234.790979681,0.6849999999999999,1390549,77.6709589041096,9582783318.0
2006,Gabon,0.06337292,1250.828891836,-0.2549999999999999,1430152,79.6682191780822,10327598801.0
2007,Gabon,0.069486271,1246.733881499,0.6399999999999999,1472575,79.26082191780822,12455410056.0
2008,Gabon,0.074208954,1275.112366077,6.529999999999999,1518540,77.96912568306011,15571349776.0
2009,Gabon,0.078787754,1285.520199529,2.79,1568928,79.43397260273973,12113699661.0
2010,Gabon,0.086361883,1268.0008810460004,2.0500000000000003,1624140,80.13753424657534,14372591916.0
2011,Gabon,0.071677403,1288.3643208320004,1.9333333333333336,1684635,79.34520547945205,18210308748.0
2012,Gabon,0.064619739,1297.6395624769998,2.956666666666667,1749682,78.33251366120219,17170465294.0
2013,Gabon,0.087565654,1304.217304612,0.7600000000000001,1817071,79.62493150684931,17595745653.0
2014,Gabon,0.083185119,1325.225799305,4.78,1883800,74.39315068493151,18203968002.0
2015,Gabon,0.084237591,1348.5915819420002,-2.5,1947686,78.99672131147541,14383107714.0
2016,Gabon,0.083304476,1370.1529881570002,1.163333333333333,2007873,79.01010928961749,14023890620.0
1995,Georgia,0.037610154,5061.90180489,441.24,4657722,57.05972602739726,2693768413.0
1996,Georgia,0.051138764,4873.56209966,31.31,4491699,55.593442622950825,3095047604.0
1997,Georgia,0.04344248,4889.949141480001,14.413333333333334,4349913,55.50547945205479,3510520231.0
1998,Georgia,0.037971336,4960.216536280002,10.166666666666666,4243607,56.45041095890412,3613541517.0
1999,Georgia,0.035559857,5016.894003710001,27.16,4157192,56.76712328767123,2800049395.0
2000,Georgia,0.033931569,5082.071690330001,8.3225,4077131,57.17896174863388,3057475335.0
2001,Georgia,0.032403896,5111.695001550001,5.01,4014373,55.818356164383566,3219488664.0
2002,Georgia,0.032008268,5352.79194651,6.8525,3978515,54.58383561643835,3395728014.0
2003,Georgia,0.031867886,5712.898840050001,3.97,3951736,55.84465753424657,3991284895.0
2004,Georgia,0.031128973,5987.67977957,6.16,3927340,56.67131147540984,5125365192.0
2005,Georgia,0.026825771,5937.773168399998,7.8725,3902469,51.16767123287672,6410823633.0
2006,Georgia,0.026816203,5885.05117134,14.56,3880347,-55.93388888888889,7745394293.0
1995,Germany,1.389001341,201416.8415092,1.886,81678051,-5.678972602739726,2585790000000.0
1996,Germany,1.306387464,202758.56534849995,0.98,81914831,-18.7047131147541,2497240000000.0
1997,Germany,1.23627804,202145.3499336,1.806,82034771,-18.41821917808219,2211990000000.0
1998,Germany,1.168863538,202454.332701,0.748,82047195,-13.607808219178084,2238990000000.0
1999,Germany,1.106025367,202589.1231708,0.0419999999999999,82100243,-8.690890410958904,2194200000000.0
2000,Germany,1.044096448,203284.0125088,1.734,82211508,-9.930532786885246,1943150000000.0
2001,Germany,1.010252958,203401.30582860005,3.08,82349925,-15.86513698630137,1944110000000.0
2002,Germany,0.966592282,203961.7488684,0.578,82488495,-14.424931506849315,2068620000000.0
2003,Germany,0.938142775,204403.26033199995,1.266,82534176,-14.233614088820826,2496130000000.0
2004,Germany,0.902792615,204952.3704049,1.164,82516260,10.760109289617487,2809190000000.0
2005,Germany,0.874328723,207086.16083120005,1.738,82469422,12.596438356164384,2845800000000.0
2006,Germany,0.869609128,208866.8415961,2.338,82376451,24.039458186101296,2992200000000.0
2007,Germany,0.838563557,210508.5821746,2.238,82266372,22.709078947368425,3421230000000.0
2008,Germany,0.809974657,212788.2792462,3.54,82110097,32.19099590723056,3730030000000.0
2009,Germany,0.759085404,215299.9632432,-0.5199999999999999,81902307,33.10328317373461,3397790000000.0
2010,Germany,0.790586117,217753.03852099995,1.1800000000000002,81776930,25.578669097538743,3396350000000.0
2011,Germany,0.757238483,220026.6278316,2.6,80274983,26.744125874125874,3744410000000.0
2012,Germany,0.740098298,222289.13688650003,2.124,80425823,48.57158469945355,3527340000000.0
2013,Germany,0.735578656,224527.1291491,1.686,80645605,47.51753424657535,3732740000000.0
2014,Germany,0.716131556,225428.1528155,0.72,80982500,49.70438356164383,3883920000000.0
2015,Germany,0.708203903,228054.6540433,0.366,81686611,49.5117808219178,3356240000000.0
2016,Germany,0.693046785,231439.631487,0.254,82348669,47.48661202185792,3467500000000.0
1995,Greece,0.246909631,23820.89806268,17.253999999999998,10562153,64.94657534246575,136878000000.0
1996,Greece,0.249746001,24251.364799470004,7.552000000000001,10608800,64.54125683060109,145862000000.0
1997,Greece,0.259016491,24703.22720111,2.192,10661259,63.93534246575343,143158000000.0
1998,Greece,0.270400679,25184.804229400004,2.83,10720509,64.14986301369863,144428000000.0
1999,Greece,0.267867644,25668.73831648001,0.6540000000000001,10761698,66.2627397260274,142541000000.0
2000,Greece,0.257653384,25995.81786571,3.728,10805808,65.80218579234972,130134000000.0
2001,Greece,0.265314514,26225.75818755,2.976,10862132,66.14054794520548,136191000000.0
2002,Greece,0.261957949,26427.312341000008,3.184,10902022,63.395890410958906,153831000000.0
2003,Greece,0.265901404,26985.19780939,3.528,10928070,64.9186301369863,201924000000.0
2004,Greece,0.261877668,27455.99839447,3.808,10955141,64.65491803278688,240521000000.0
2005,Greece,0.268272107,27784.83764212,4.448,10987314,64.27342465753425,247783000000.0
2006,Greece,0.261653866,27736.6754862,4.404,11020362,63.27726027397261,273318000000.0
2007,Greece,0.257330298,27775.432987200005,2.8440000000000003,11048473,63.96027397260274,318498000000.0
2008,Greece,0.236008567,28219.298216450006,6.63,11077841,64.99808743169399,354461000000.0
2009,Greece,0.222857725,28226.195019269995,-0.5660000000000001,11107017,64.84465753424658,330000000000.0
2010,Greece,0.177397547,28371.76536708,4.434,11121341,67.12876712328767,296835000000.0
2011,Greece,0.152199173,28774.316417339996,5.228,11104899,66.22191780821917,282626000000.0
2012,Greece,0.137736819,29177.513481110003,2.96,11045011,-29.856284153005465,242043000000.0
1995,Guatemala,0.135633176,4707.72939855,8.605,10408489,-78.14520547945206,14655404433.0
1996,Guatemala,0.137448918,4884.07544352,11.28,10646674,20.890983606557377,15674835615.0
1997,Guatemala,0.14049075,5189.30808439,8.02,10887634,67.53561643835616,17790026222.0
1998,Guatemala,0.15492051,5519.614797970001,5.609999999999999,11133501,37.71013698630137,19395491993.0
1999,Guatemala,0.161747419,5882.36706216,3.705,11387203,65.38027397260274,18318412251.0
2000,Guatemala,0.165708506,6182.332805510001,5.140000000000001,11650743,64.94945355191257,19288827159.0
2001,Guatemala,0.167463961,6454.941679740002,6.56,11924946,62.17123287671233,18405203853.0
2002,Guatemala,0.171457161,6793.174284300001,7.2625,12208848,63.49917808219178,20444205991.0
2003,Guatemala,0.172187049,7123.0006466700015,5.4125,12500478,63.58767123287672,21576351799.0
2004,Guatemala,0.172463969,7433.112815580002,7.965,12796925,64.03224043715846,23577286227.0
2005,Guatemala,0.173073154,7670.37434454,8.89,13096028,66.45890410958904,26783543667.0
2006,Guatemala,0.167957655,7891.879485600001,6.4,13397021,66.11479452054795,29744368111.0
2007,Guatemala,0.175910677,8075.220311249999,6.4925,13700327,66.50876712328767,33567868323.0
2008,Guatemala,0.172400942,8259.91693779,11.3025,14006428,63.07950819672131,38503862831.0
2009,Guatemala,0.188066069,8497.289923659999,1.0825,14316263,65.33424657534246,37125943565.0
2010,Guatemala,0.219267363,8745.817768220002,4.0975,14630417,66.59068493150684,40676432029.0
2011,Guatemala,0.223769814,8914.74594504,6.7225,14948803,66.50109589041097,46876114650.0
2012,Guatemala,0.223305027,9095.33770053,3.7975,15270778,66.37103825136612,49593961142.0
2013,Guatemala,0.234120662,9250.89655703,5.1825,15595821,66.83205479452054,52996540704.0
2014,Guatemala,0.243346712,9453.93238522,3.995,15923243,65.89315068493151,57852399964.0
2015,Guatemala,0.251444791,9768.04519209,2.155,16252429,65.69781420765028,62186186576.0
2016,Guatemala,0.272385514,10048.652011520002,4.9875,16583060,65.66939890710383,66053725049.0
1995,Guinea,0.079240368,4887.461321459999,5.616666666666667,7269625,19.274520547945205,3693710533.0
1996,Guinea,0.073161149,5007.64809672,3.896666666666667,7463782,67.57896174863389,3868968302.0
1997,Guinea,0.068432421,5094.419990899999,1.413333333333333,7662075,-29.36657534246575,3783700462.0
1998,Guinea,0.071691126,5218.346365700002,5.5,7860781,-87.99232876712328,3588375477.0
1999,Guinea,0.070735083,5329.112854159999,5.016666666666667,8054743,10.844109589041096,3461282543.0
2000,Guinea,0.067067029,5356.09464355,6.59,8240730,-11.979508196721312,2995361141.0
2001,Guinea,0.068997509,5438.603417329999,5.886666666666667,8417081,61.13068493150685,2829435957.0
2002,Guinea,0.068844012,5539.31375991,6.003333333333334,8586074,61.438904109589046,2950198649.0
2003,Guinea,0.069248695,5546.64469189,13.003333333333332,8753093,73.59260273972602,3446441698.0
2004,Guinea,0.070261524,5610.770362670001,15.896666666666668,8925743,81.92786885245901,3635458133.0
2005,Guinea,0.072288404,5668.20360418,31.17333333333333,9109581,78.57369863013699,2937071767.0
2006,Guinea,0.073964407,5848.093851160001,33.223333333333336,9307425,75.43095890410959,4220019243.0
2007,Guinea,0.074939049,6007.97062303,28.406666666666663,9518162,48.03315068493151,6281917656.0
2008,Guinea,0.077802207,6159.689246309999,18.176666666666662,9738792,60.45136612021858,6964179194.0
2009,Guinea,0.079300784,6373.62276213,6.876666666666666,9964469,77.63780821917808,6716904569.0
2010,Guinea,0.08125405,6601.3379698,15.136666666666663,10192176,55.417808219178085,6853467858.0
2011,Guinea,0.084189651,6779.17940312,19.55333333333333,10420471,47.75534246575343,6785137173.0
2012,Guinea,0.085633747,6986.459531899999,14.53,10652029,38.73497267759563,7638045254.0
2013,Guinea,0.087875425,7199.78416828,13.21,10892810,78.43205479452055,8376613843.0
2014,Guinea,0.089041876,7423.44416359,9.143333333333333,11150977,77.74602739726028,8778473615.0
2015,Guinea,0.091027199,7666.352431620002,9.36,11432088,63.52622950819672,8794202444.0
2016,Guinea,0.092824158,7917.183589680003,8.56,11738441,69.25136612021858,8595955581.0
1995,Guinea-Bissau,0.011965159,852.862646942,45.13,1088854,-11.42219178082192,253966922.3
1996,Guinea-Bissau,0.012318242,863.2448325519998,50.93,1110833,-12.89726775956284,270419779.4
1997,Guinea-Bissau,0.012451472,875.3275604090002,49.06,1132510,-32.033150684931506,268550998.2
1998,Guinea-Bissau,0.012589273,890.417159456,8.07,1154371,-83.43205479452055,206457544.5
1999,Guinea-Bissau,0.01298116,902.203624625,-2.09,1177131,-99.0,224446663.8
2000,Guinea-Bissau,0.012978281,911.8534265280002,8.61,1201301,-99.0,371095510.0
2001,Guinea-Bissau,0.013420902,915.305884898,3.25,1227106,-99.0,392621385.9
2002,Guinea-Bissau,0.013447115,930.190904686,-14.323333333333332,1254453,-99.0,417806667.1
2003,Guinea-Bissau,0.013653897,941.6508511100004,-3.03,1283305,-99.0,477458598.7
2004,Guinea-Bissau,0.013900943,973.674072294,1.1833333333333331,1313492,-99.0,532062927.4
2005,Guinea-Bissau,0.014033598,982.848043135,2.4,1344930,-99.0,587029054.4
2006,Guinea-Bissau,0.014425159,1007.895750843,2.0966666666666667,1377581,-38.47459016393443,592365688.1
2007,Guinea-Bissau,0.014953186,1040.009591601,5.33,1411543,55.91178082191781,696910810.9
2008,Guinea-Bissau,0.01504533,1063.947391459,11.73,1446936,15.90655737704918,868154708.5
2009,Guinea-Bissau,0.015637261,1098.852767042,-0.5966666666666667,1483921,75.62931506849316,830126470.0
2010,Guinea-Bissau,0.015940501,1126.9644597530005,0.7966666666666667,1522599,77.74794520547945,849878424.2
2011,Guinea-Bissau,0.016846009,1146.5254595050003,6.234999999999999,1562989,64.4841095890411,1099818652.0
2012,Guinea-Bissau,0.017175523,1176.101318262,2.45,1604979,76.09234972677595,989271229.6
2013,Guinea-Bissau,0.016631633,1212.0393885900005,0.77,1648257,73.53205479452055,1046087418.0
2014,Guinea-Bissau,0.016820158,1243.8397719209995,-1.145,1692439,73.87397260273973,1054915645.0
2015,Guinea-Bissau,0.017096504,1278.9530719079996,2.285,1737202,71.69808743169399,1048229629.0
2016,Guinea-Bissau,0.017412601,1314.0539656959998,9.003333333333334,1782437,79.44016393442622,1179004941.0
1995,Guyana,0.010301676,470.6938546679999,14.61,761291,-99.0,621626785.9
1996,Guyana,0.010714417,476.5397877109999,7.345,760795,-67.07759562841531,705406001.4
1997,Guyana,0.010819448,483.118936278,2.18,757970,-88.16876712328767,749138009.6
1998,Guyana,0.011388042,483.635871717,4.085,753778,-98.00876712328768,717530683.2
1999,Guyana,0.011403542,480.78189787700006,8.165000000000001,749674,30.454246575342463,694754988.3
2000,Guyana,0.011786298,497.196020644,5.105,746715,27.55,712667896.7
2001,Guyana,0.011822265,474.380434185,1.625,745206,46.00219178082192,712167575.6
2002,Guyana,0.012213768,483.565059024,4.63,744789,35.873698630136985,726131434.7
2003,Guyana,0.012143759,498.106370733,4.94,745143,13.20054794520548,743064076.8
2004,Guyana,0.012249368,514.273499359,4.535,745737,-35.478142076502735,787814379.2
2005,Guyana,0.011503462,524.8652013399999,7.215,746163,28.396164383561644,824880550.3
2006,Guyana,0.011173784,532.055126561,6.74,746343,-3.405191256830601,2379818383.0
2010,Guyana,0.011661318,584.128349797,4.3,749436,-84.9331506849315,3432913073.0
2011,Guyana,0.012147975,597.55565973,4.41,752028,-13.73006329113924,3691384318.0
1995,Haiti,0.046632589,6980.351147819999,12.85,7744503,36.91785714285714,2813313279.0
1996,Haiti,0.052924959,6986.320389871,20.58,7887304,-5.693732970027248,2907514523.0
1997,Haiti,0.055303215,7024.435425536999,16.18,8030726,-9.615068493150686,3338938830.0
1998,Haiti,0.057732424,7072.887131347,11.21,8174680,-99.0,3723909227.0
1999,Haiti,0.056465726,7190.957710579,5.015000000000001,8319057,-70.36219178082192,4153736347.0
2000,Haiti,0.055556286,7260.177844316,10.58,8463806,-8.994262295081967,6813577558.0
2001,Haiti,0.05686541,7337.466341919001,15.995,8608819,-25.226027397260275,6331961555.0
2002,Haiti,0.061750949,7399.218942964002,9.825,8754150,38.8145205479452,6058134467.0
2003,Haiti,0.060167917,7541.994544435,31.715000000000003,8900104,-13.666575342465752,4826827577.0
2004,Haiti,0.063741126,7677.579578108,28.26,9047077,-10.403551912568306,6036959915.0
2005,Haiti,0.092394507,7837.526422446001,16.76,9195288,48.75123287671233,7184064657.0
2006,Haiti,0.094601992,8018.103429180998,14.105,9344785,-8.569672131147541,7518107787.0
2007,Haiti,0.098818664,8175.857466968003,8.530000000000001,9495328,-58.07076502732241,9522763154.0
2008,Haiti,0.100075157,8370.54026266,17.04,9646580,-65.65640326975478,10485225353.0
2009,Haiti,0.102429693,8572.670052566,0.415,9798046,33.22027397260274,11597014807.0
2010,Haiti,0.101565029,8793.082665802,4.57,9949322,81.02410958904109,11859315079.0
2011,Haiti,0.104547425,9018.311888640004,8.795,10100320,83.20301369863013,13008754111.0
2012,Haiti,0.109254236,9244.72834321,6.9,10250930,55.91041095890411,13708926466.0
2013,Haiti,0.110493571,9458.57031825,6.3933333333333335,10400673,54.64562841530054,14902474091.0
2014,Haiti,0.114603833,9685.56291021,4.446666666666666,10549008,-48.55917808219178,15139264670.0
2015,Haiti,0.116856775,9936.46329465,8.51,10695542,73.8035519125683,14833154472.0
2016,Haiti,0.118114911,10222.60238403,13.97,10839970,79.6191256830601,13987693739.0
1995,Honduras,0.072862708,2936.96404217,31.593333333333334,5709014,66.53013698630137,5347445005.0
1996,Honduras,0.072668485,3031.5659899209995,28.64,5874809,65.40218579234973,5215028986.0
1997,Honduras,0.080069191,3129.8504283679995,22.73333333333333,6045699,71.12630136986301,5737099650.0
1998,Honduras,0.086057731,3239.6832351790003,7.753333333333333,6220406,69.6158904109589,6366340266.0
1999,Honduras,0.076795355,3339.668353382,3.5,6397151,63.17643835616439,6414520530.0
2000,Honduras,0.080360184,3436.598628173,9.340000000000002,6574509,67.41010928961748,7103826902.0
2001,Honduras,0.085168229,3533.9351310600005,9.003333333333334,6751912,69.78109589041095,7565854724.0
2002,Honduras,0.088746565,3635.3134782330008,8.7225,6929265,66.5931506849315,7775251510.0
2003,Honduras,0.094302457,3756.909848544,7.96,7106319,70.82,8140278401.0
2004,Honduras,0.10403884,3872.786992811,8.1,7282953,64.0,8772169959.0
2005,Honduras,0.107667341,3986.127144948,8.705,7458985,67.19123287671232,9672023050.0
2006,Honduras,0.103678548,4088.968589215001,5.59,7634298,66.10876712328768,10841724917.0
2007,Honduras,0.12320473,4191.013836636001,7.2475,7808518,70.26657534246576,12275500116.0
2008,Honduras,0.121257062,4308.073943705999,11.9275,7980955,67.74781420765028,13789443623.0
2009,Honduras,0.119391788,4435.460611358001,5.78,8150775,64.81780821917808,14486159608.0
2010,Honduras,0.11963114,4565.182562379,4.8725000000000005,8317470,69.90958904109588,15729649159.0
2011,Honduras,0.130370453,4693.310402351999,6.71,8480671,71.04328767123287,17588098575.0
2012,Honduras,0.128452717,4828.897875071,4.8875,8640691,71.0155737704918,18400538859.0
2013,Honduras,0.130534892,4969.266311143,5.295,8798521,71.63123287671233,18372173381.0
2014,Honduras,0.140323641,5120.611314995999,5.925,8955589,71.54630136986302,19618567250.0
2015,Honduras,0.157224779,5279.86656931,3.3675,9112916,72.1639344262295,20833948800.0
2016,Honduras,0.148801657,5438.331247865999,2.335,9270795,70.8811475409836,21566622850.0
1995,Hungary,0.210761773,32698.00047575,32.838,10328965,50.27287671232876,46425677734.0
1996,Hungary,0.211661595,33089.44808825,23.592,10311238,48.61939890710383,46658755152.0
1997,Hungary,0.211195774,33131.28468271001,20.504,10290486,50.38602739726028,47296952929.0
1998,Hungary,0.198876911,33134.38953739,14.22,10266570,50.298630136986304,48706787306.0
1999,Hungary,0.199053656,33261.49871154,7.354000000000001,10237530,50.238630136986295,49073380174.0
2000,Hungary,0.175285557,33389.47120525,9.546,10210971,53.127049180327866,47218405892.0
2001,Hungary,0.163975537,33434.178219550005,9.706,10187576,51.44027397260274,53749989092.0
2002,Hungary,0.146696425,33394.21695071,4.34,10158608,51.13232876712328,67608919144.0
2003,Hungary,0.146103312,33548.379663670006,4.204,10129552,51.32328767123288,85302003908.0
2004,Hungary,0.128751089,33698.71666251,7.407999999999999,10107146,48.69672131147541,104141000000.0
2005,Hungary,0.116653377,33579.03506107,3.694,10087065,48.35178082191781,113237000000.0
2006,Hungary,0.111790731,33687.41096417,5.537999999999999,10071370,50.03150684931507,115751000000.0
2007,Hungary,0.109237374,33704.07372841,10.02,10055780,52.86904109589041,140228000000.0
2008,Hungary,0.103362578,33728.15959752,7.237999999999999,10038188,52.22568306010928,158374000000.0
2009,Hungary,0.106681988,33669.93265692,4.964,10022650,52.0841095890411,131114000000.0
2010,Hungary,0.108242131,33492.92868104999,4.032,10000023,50.09972602739727,132231000000.0
2011,Hungary,0.10899787,33189.70409584,4.424,9971727,51.53616438356165,142000000000.0
2012,Hungary,0.107505209,32964.66905379,5.306,9920362,52.56174863387978,128857000000.0
2013,Hungary,0.107014107,32716.83595774,0.642,9893082,52.29726027397261,135733000000.0
2014,Hungary,0.099401063,32714.99234236,-1.448,9866468,53.27315068493151,141079000000.0
2015,Hungary,0.100963844,32767.17316365,-0.026,9843028,52.76830601092897,125210000000.0
2016,Hungary,0.097021089,32832.15127354,0.256,9814023,50.562295081967214,128636000000.0
1995,Iceland,0.014677782,452.126869329,1.2225,267468,38.906027397260274,7123633356.0
