"Stkcd","Trdmnt","Mnshrtrd","Mnvaltrd","Msmvosd"
"002910","2018-06","195814521","4459526763.7399998","985045.2"
"002910","2018-05","269818834","6542395278.1599998","1159758.3999999999"
"002910","2018-04","178767635","4036138398.3400002","908227.6"
"002910","2018-03","207709569","4203990127.8099999","973335.2"
"002910","2018-02","77537139","1404510334.74","837499.2"
"002910","2018-01","300871937","7003547830.8100004","987855.6"
"002910","2017-12","225053083","4373191451.2200003","964904"
"002910","2017-11","192835364","5024269033.5299997","1034695.6"
"002910","2017-10","15572","166975.28","503061.6"
"002936","2019-08","168766121","799909853.85000002","2808000"
"002936","2019-07","176145893","883537489","2976000"
"002936","2019-06","272507436","1408460597.21","3048000"
"002936","2019-05","307797429","1617374092.55","3090000"
"002936","2019-04","662727316","3950361216.77","3264000"
"002936","2019-03","1957819120","12428454858.85","3606000"
"002936","2019-02","1101184834","6056405266.2200003","3504000"
"002936","2019-01","514455844","2621229627.8200002","2844000"
"002936","2018-12","337574733","1762944738.49","3042000"
"002936","2018-11","1029385427","5814443107.96","3174000"
"002936","2018-10","1435104601","8223244447.6599998","3492000"
"002936","2018-09","753478280","5503060796.9099998","4122000"
"002948","2019-08","171148518","981844883.38","2543508.88"
"002948","2019-07","188596035","1193550530.1099999","2764487.48"
"002948","2019-06","259265926","1681958026.8699999","2899780.51"
"002948","2019-05","421500417","2818165584.9200001","2917819.58"
"002948","2019-04","679706320","5171425805.1700001","3008014.93"
"002948","2019-03","1883460277","15016263412.959999","3445462.38"
"002948","2019-02","1465824235","9954854753.1000004","3454481.91"
"002948","2019-01","963951235","6588375621.3699999","2651743.2999999998"
"003816","2019-08","1292711182","6397960522.8000002","10604711.35"
"600011","2019-08","533183701","3564046334","66150000"
"600011","2019-07","397381688","2515249957","68460000"
"600011","2019-06","365708002","2409416700","65415000"
"600011","2019-05","521801245","3397594172","68250000"
"600011","2019-04","929819752","6162714934","70875000"
"600011","2019-03","823018393","5632252019","68880000"
"600011","2019-02","369814698","2542138814","72345000"
"600011","2019-01","336578520","2314931177","67410000"
"600011","2018-12","307931259","2248309218","77490000"
"600011","2018-11","355793750","2407672160","72450000"
"600011","2018-10","415327808","2693331812","67830000"
"600011","2018-09","325032416","2427959329","80955000"
"600011","2018-08","505007414","3655391350","73710000"
"600011","2018-07","506416089","3714397172","79380000"
"600011","2018-06","253217751","1644366058","66780000"
"600011","2018-05","418636365","2781575066","73815000"
"600011","2018-04","228519775","1439396804","65730000"
"600011","2018-03","481537387","3294494285","72135000"
"600011","2018-02","154067652","933412132","64995000"
"600011","2018-01","284518334","1795747743","66255000"
"600011","2017-12","262808169","1694953251","64785000"
"600011","2017-11","296814500","1961637001","66465000"
"600011","2017-10","100770635","691522201","70665000"
"600011","2017-09","204278917","1430184918","72870000"
"600011","2017-08","359405368","2563991431","75075000"
"600011","2017-07","407038017","2945211638","77070000"
"600011","2017-06","464913608","3668118476","77070000"
"600011","2017-05","341943613","2662108972","81795000"
"600011","2017-04","438471497","3315644223","81900000"
"600011","2017-03","461565595","3468832405","75285000"
"600011","2017-02","292454035","2207265364","81165000"
"600011","2017-01","302421401","2169608639","76335000"
"600011","2016-12","438476544","3215606153","74025000"
"600011","2016-11","261731964","1922437819","80430000"
"600011","2016-10","86091804","614766807","75075000"
"600011","2016-09","128224881","922395109","73920000"
"600011","2016-08","216531308","1571061269","75705000"
"600011","2016-07","230974839","1698436067","76650000"
"600011","2016-06","122363366","903343557","78960000"
"600011","2016-05","135979647","997879815","78855000"
"600011","2016-04","179054425","1399212017","78540000"
"600011","2016-03","490455279","3721972186","83685000"
"600011","2016-02","248104380","1720323752","72345000"
"600011","2016-01","306624012","2303224070","72030000"
"600011","2015-12","353803885","3170231017","91665000"
"600011","2015-11","451807139","4291820726","93765000"
"600011","2015-10","382862994","3553722243","96075000"
"600011","2015-09","677397916","6342642315","90825000"
"600011","2015-08","1277822379","12755439796","95130000"
"600011","2015-07","3119968174","34674287438","110880000"
"600011","2015-06","4117308982","52289129467","147315000"
"600011","2015-05","2623583344","29740774461","113610000"
"600011","2015-04","2902225273","28376232604","118020000"
"600011","2015-03","1522663387","12179640860","86730000"
"600011","2015-02","612548351","4650322421","80850000"
"600011","2015-01","1181908133","10123940297","87045000"
"600011","2014-12","2629372806","21044488052","92715000"
"600011","2014-11","786990711","5098710546","69930000"
"600011","2014-10","463113316","2868008650","68040000"
"600011","2014-09","383896141","2388486549","64365000"
"600012","2019-08","56363673","310805734","6387488"
"600012","2019-07","57696676","358362631","6888696"
"600012","2019-06","49466966","309920073","7378248"
"600012","2019-05","86935981","541290057","7203408"
"600012","2019-04","153363956","1080561127","7657992"
"600012","2019-03","208415340","1428221946","7984360"
"600012","2019-02","108538564","672527583","7704616"
"600012","2019-01","95939325","550294285","6492392"
"600012","2018-12","75991285","435692574","7028568"
"600012","2018-11","114439763","665470364","6725512"
"600012","2018-10","70211198","364442621","6166024"
"600012","2018-09","52352737","290744579","6632264"
"600012","2018-08","88806587","503453176","6410800"
"600012","2018-07","119141821","706508986","6958632"
"600012","2018-06","84715437","566518208","6946976"
"600012","2018-05","70925746","589987174","9103336"
"600012","2018-04","42170084","376419673","9826008"
"600012","2018-03","62730601","641774536","11108168"
"600012","2018-02","34099699","366273359","12448608"
"600012","2018-01","53932562","611157315","13346120"
"600012","2017-12","64167623","763245302","12821600"
"600012","2017-11","84371517","1143909121","15502480"
"600012","2017-10","35642290","465624592","15082864"
"600012","2017-09","80321267","1062922610","15292672"
"600012","2017-08","79205984","1056940325","15176112"
"600012","2017-07","111983413","1483595944","15024584"
"600012","2017-06","79828799","1038854645","15747256"
"600012","2017-05","83841866","1087582593","14768152"
"600012","2017-04","140534880","2102718021","16516552"
"600012","2017-03","196972394","3155793011","19407240"
"600012","2017-02","98977250","1438512879","17565592"
"600012","2017-01","174948933","2537842023","15887128"
"600012","2016-12","162383846","2622357463","19220744"
"600012","2016-11","269114533","4274537119","17635528"
"600012","2016-10","73243840","937106184","15211080"
"600012","2016-09","73780398","941762894","14208664"
"600012","2016-08","86055394","1176106949","15700632"
"600012","2016-07","147127338","2184304272","15945408"
"600012","2016-06","185669993","2627096765","16656424"
"600012","2016-05","202148338","2695718942","17344128"
"600012","2016-04","264677430","3878029810","16085280"
"600012","2016-03","342793018","4834377939","15828848"
"600012","2016-02","279516918","3711346868","14115416"
"600012","2016-01","127044537","1374898408","13357776"
"600012","2015-12","121547807","1629671316","15584072"
"600012","2015-11","213985212","2776730115","15152800"
"600012","2015-10","165549235","2003990974","14896368"
"600012","2015-09","153011259","1489388070","11014920"
"600012","2015-08","499628897","5642849795","13229560"
"600012","2015-07","672555680","7956207355","10944984"
"600012","2015-06","531460418","8822629203","15129488"
"600012","2015-05","683597122","8057286649","18276608"
"600012","2015-04","560662623","4867357239","11084856"
"600012","2015-03","249030926","1663462931","7996016"
"600012","2015-02","78715812","474803401","7238376"
"600012","2015-01","159798308","992691636","6888696"
"600012","2014-12","321567893","1921043632","7203408"
"600012","2014-11","160413810","845081144","6270928"
"600012","2014-10","135740583","692965351","6049464"
"600012","2014-09","112310841","523413943","5793032"
"600016","2019-08","1259281646","7336335569","206034935.87"
"600016","2019-07","1351772882","8297220948","215255087.90000001"
"600016","2019-06","1404504055","8851952327","225184482.40000001"
"600016","2019-05","1824355453","11229718686","216673572.83000001"
"600016","2019-04","3272372533","21360040035","226957588.56"
"600016","2019-03","3011334002","19620397248","224829861.16999999"
"600016","2019-02","2099209514","13093527421","231567664.58000001"
"600016","2019-01","1386551398","8056822925","210999633.12"
"600016","2018-12","1290835925","7591812360","203197966.00999999"
"600016","2018-11","1268006597","7868812575","216318951.59999999"
"600016","2018-10","1401609794","8697080682","226602967.33000001"
"600016","2018-09","1203568097","7312102183","224829861.16999999"
"600016","2018-08","1137739627","6722499855","211708875.58000001"
"600016","2018-07","1259377715","7552869456","215609709.13999999"
"600016","2018-06","1059074204","7776641945","206862385.41"
"600016","2018-05","1141623007","8942943056","226366553.18000001"
"600016","2018-04","1006251148","7941341488","228139659.34"
"600016","2018-03","1356427165","11246460814","236118637.06"
"600016","2018-02","2188983359","19432173257","250894521.72999999"
"600016","2018-01","3136011153","28242466729","267739030.25999999"
"600016","2017-12","1751942370","15215611202","247939344.80000001"
"600016","2017-11","3744189592","32620377532","261533158.69"
"600016","2017-10","1004908482","8202347057","244984167.86000001"
"600016","2017-09","1201349512","9912820719","237005190.13999999"
"600016","2017-08","2013980195","16904730720","248234862.49000001"
"600016","2017-07","3135951364","26484536063","254145216.36000001"
"600016","2017-06","2246234754","18195059756","242915544.00999999"
"600016","2017-05","2553140595","20096349270","237300707.83000001"
"600016","2017-04","2006187934","16231236018","232572424.74000001"
"600016","2017-03","1629519488","14246996787","250599004.03999999"
"600016","2017-02","1434533279","13066160885","266852477.18000001"
"600016","2017-01","842687156","7682481139","273353866.43000001"
"600016","2016-12","2308568260","21923042070","268330065.63999999"
"600016","2016-11","1477722194","13735070039","280741808.76999998"
"600016","2016-10","522339061","4839557476","271876277.95999998"
"600016","2016-09","821558962","7642670507","273649384.13"
"600016","2016-08","1847115910","17242367202","275126972.58999997"
"600016","2016-07","1719447363","15865261568","270694207.19"
"600016","2016-06","1343885569","12082980905","263897300.24000001"
"600016","2016-05","1697040746","15326222455","268625583.33999997"
"600016","2016-04","1680439131","15514735485","274831454.89999998"
"600016","2016-03","2707731783","24733756634","269216618.72000003"
"600016","2016-02","1089559127","9210368160","249712450.96000001"
"600016","2016-01","1638216364","14136038581","253849698.66"
"600016","2015-12","4407021954","41020998258","284879056.48000002"
"600016","2015-11","3145786773","27928358714","255031769.44"
"600016","2015-10","1546832895","13375781064","254145216.36000001"
"600016","2015-09","3001051309","26309842035","249712450.96000001"
"600016","2015-08","4303435089","37029243123","253258663.28"
"600016","2015-07","15275445931","151490666996","268625583.33999997"
"600016","2015-06","14750336726","150087587822","293744587.27999997"
"600016","2015-05","8612261662","90989996092","273516908.29000002"
"600016","2015-04","12396551593","129733336256","289895166.26999998"
"600016","2015-03","8896791625","83789004556","264781837.37"
"600016","2015-02","3905835773","36066302776","251236203.09999999"
"600016","2015-01","10991105947","110922225778","257768888.77000001"
"600016","2014-12","27701702687","258705366453","296148417.07999998"
"600016","2014-11","8116979977","54294794278","198687528.02000001"
"600016","2014-10","2784475398","17541010971","174563121.47999999"
"600016","2014-09","2782019146","17510053040","169141906.53"
"600026","2019-08","409744090","2685274472","19507914.300000001"
"600026","2019-07","323230195","2070941496","17401169"
"600026","2019-06","229074298","1451083758","17756853.27"
"600026","2019-05","363500312","2262493631","17018124.399999999"
"600026","2019-04","552501557","3781726338","18851266.41"
"600026","2019-03","581097725","3505620764","17702132.609999999"
"600026","2019-02","343571085","1859506369","16142593.880000001"
"600026","2019-01","265557980","1271330645","13680164.310000001"
"600026","2018-12","417497005","2156252062","12147985.9"
"600026","2018-11","384860849","1904641640","13981127.92"
"600026","2018-10","643812756","3217751379","14117929.560000001"
"600026","2018-09","166300001","714913223","12175346.23"
"600026","2018-08","176011249","742141555","11217734.73"
"600026","2018-07","153034087","636762983","11518698.34"
"600026","2018-06","154112830","710724828","11600779.33"
"600026","2018-05","339718033","1758394036","13789605.619999999"
"600026","2018-04","111915899","602796692","14692496.460000001"
"600026","2018-03","154642277","861767043","14774577.449999999"
"600026","2018-02","154835614","896845943","15458585.66"
"600026","2018-01","294150628","1843524997","16990764.07"
"600026","2017-12","196574003","1192097796","16744521.109999999"
"600026","2017-11","217754689","1330412393","16443557.49"
"600026","2017-10","160313571","1030264355","17647411.949999999"
"600026","2017-09","280698480","1840956837","17373808.670000002"
"600026","2017-08","588940925","4023897082","18221978.850000001"
"600026","2017-07","515838698","3393112106","18714464.77"
"600026","2017-06","281322107","1801334618","18139897.870000001"
"600026","2017-05","255920463","1612100849","17072845.050000001"
"600026","2017-04","446039933","3175935965","18249339.18"
"600026","2017-03","652045782","4726845219","19589995.280000001"
"600026","2017-02","543940631","3958440653","19836238.239999998"
"600026","2017-01","336345118","2367056896","19480553.969999999"
"600026","2016-12","411844692","2917974409","18632383.780000001"
"600026","2016-11","970109300","7101259669","20219282.84"
"600026","2016-10","455476491","3144561098","18605023.449999999"
"600026","2016-09","390672824","2573356974","17784213.600000001"
"600026","2016-08","502006506","3258282199","17784213.600000001"
"600026","2016-07","503016290","3137595547","16689800.449999999"
"600026","2016-06","312881798","1893770418","16142593.880000001"
"600026","2016-05","365589610","2288754821","17072845.050000001"
"600026","2016-04","739323237","5137862222","17537970.640000001"
"600026","2016-03","729107219","4905179607","18167258.199999999"
"600026","2016-02","480733365","3100496009","16388836.84"
"600026","2016-01","876078176","6599254187","16689800.449999999"
"600026","2015-12","747572386","7991717199","25280943.640000001"
"600026","2015-08","369146492","3782153363","30315244.100000001"
"600026","2015-07","2958941580","30439752154","26457437.77"
"600026","2015-06","2953286718","37049492218","35130661.939999998"
"600026","2015-05","2500597265","29851275590","31218134.940000001"
"600026","2015-04","3989345266","45670497420","34884418.979999997"
"600026","2015-03","2093211451","18304942029","24843178.379999999"
"600026","2015-02","918170148","6981698146","21532578.620000001"
"600026","2015-01","1070644984","9299100242","17592512.550000001"
"600026","2014-12","1604650673","13835578325","19887188.100000001"
"600026","2014-11","566698636","3592535806","13853216.439999999"
"600026","2014-10","303149629","1710936522","12630253.65"
"600026","2014-09","222502468","1225292835","11723574.34"
"600027","2019-08","694598094","2791711469","26303993.879999999"
"600027","2019-07","706770272","2654642769","27493270.199999999"
"600027","2019-06","452624584","1743059955","26373951.309999999"
"600027","2019-05","540626305","2065524180","27423312.77"
"600027","2019-04","1259687796","5650682791","29032333.670000002"
"600027","2019-03","1342784090","6088074608","30501439.710000001"
"600027","2019-02","564050800","2471632394","31131056.59"
"600027","2019-01","578189729","2598440289","29871822.84"
"600027","2018-12","561118398","2653350160","33229779.5"
"600027","2018-11","511927322","2234612755","31900588.32"
"600027","2018-10","376273757","1475502272","29102291.100000001"
"600027","2018-09","525760233","2069043271","29382120.82"
"600027","2018-08","725130584","2905937095","25306579.190000001"
"600027","2018-07","901388437","3871565514","30462879.510000002"
"600027","2018-06","482632059","1907485705","26595654.27"
"600027","2018-05","812662293","3185508690","28291805.690000001"
"600027","2018-04","287278438","1022238047","23203351.43"
"600027","2018-03","616314153","2322268199","25781501.59"
"600027","2018-02","241832505","862886361","24017504.109999999"
"600027","2018-01","495953100","1851722448","25374425.25"
"600027","2017-12","207100831","798532472","25170887.079999998"
"600027","2017-11","280713217","1184781365","27274114.84"
"600027","2017-10","134991873","589143139","28902420.210000001"
"600027","2017-09","266961913","1197470647","29852265"
"600027","2017-08","396718507","1818838946","31141340.079999998"
"600027","2017-07","436375913","2053729572","31073494.02"
"600027","2017-06","401207447","1974605313","32769645.440000001"
"600027","2017-05","386322630","1874765532","32905337.559999999"
"600027","2017-04","617993430","3183431963","35279949.549999997"
"600027","2017-03","635121167","3240099996","34194412.640000001"
"600027","2017-02","637665077","3294638322","35279949.549999997"
"600027","2017-01","337891527","1701254796","34194412.640000001"
"600027","2016-12","540730941","2771705537","33583798.130000003"
"600027","2016-11","644664805","3284771808","35822718"
"600027","2016-10","234404015","1179496814","33990874.469999999"
"600027","2016-09","271426829","1378571673","33583798.130000003"
"600027","2016-08","534222333","2841390456","30769491.120000001"
"600027","2016-07","432395849","2199811011","30769491.120000001"
"600027","2016-06","257390230","1336143621","29403278.190000001"
"600027","2016-05","258491015","1341790453","31363496.739999998"
"600027","2016-04","382136419","2118546935","31363496.739999998"
"600027","2016-03","725638394","4001101470","33561317.530000001"
"600027","2016-02","444219080","2320206785","31066493.93"
"600027","2016-01","556721269","3164193347","29819082.120000001"
"600027","2015-12","561969769","3893567892","40392382.159999996"
"600027","2015-11","924710813","6780874088","40332981.600000001"
"600027","2015-10","659338701","4754418263","41758595.090000004"
"600027","2015-09","954710148","7102021924","40926987.219999999"
"600027","2015-08","2363892633","19604983860","43718813.630000003"
"600027","2015-07","4763100547","39141084351","48055054.659999996"
"600027","2015-06","5607321417","57306883949","65386224.939999998"
"600027","2015-05","3433374476","30762627285","49980477.700000003"
"600027","2015-04","3579350159","28578294315","51450491.75"
"600027","2015-03","1945924291","12425222533","39984382.159999996"
"600027","2015-02","818544266","4608904219","34339528.210000001"
"600027","2015-01","1722030453","11094595878","36279946.75"
"600027","2014-12","2837738434","16679027645","41160393.399999999"
"600027","2014-11","1568132068","7104115173","27695064.699999999"
"600027","2014-10","827712192","3362605955","25343042.219999999"
"600027","2014-09","955679904","3732523519","23696626.489999998"
"600028","2019-08","1296295844","6501984994","475877699.81"
"600028","2019-07","1472203664","7814350043","503589453.41000003"
"600028","2019-06","1644492160","8826451234","522701007.62"
"600028","2019-05","1855857782","10081199901","518878696.77999997"
"600028","2019-04","3949114121","23143445621","542768139.53999996"
"600028","2019-03","3460555459","20584539756","548501605.79999995"
"600028","2019-02","1861262795","10960247703","574302203.99000001"
"600028","2019-01","2590955439","13788886267","547546028.09000003"
"600028","2018-12","2225974746","12555692329","482566743.77999997"
"600028","2018-11","2187326466","13282291043","563790849.16999996"
"600028","2018-10","2708438251","17419591579","602969535.29999995"
"600028","2018-09","2009794061","13752698504","680371329.85000002"
"600028","2018-08","2213167633","14749282148","653615153.95000005"
"600028","2018-07","1707916279","10905284974","645970532.26999998"
"600028","2018-06","2151623246","13934193769","620169934.09000003"
"600028","2018-05","3067899927","21792291008","673682285.87"
"600028","2018-04","2755759147","18607136576","660304197.92999995"
"600028","2018-03","3535232416","23198751632","619214356.38"
"600028","2018-02","4609056773","31662272059","612525312.39999998"
"600028","2018-01","8468771377","59798063861","676549019.00999999"
"600028","2017-12","2083958809","12607718128","585769136.50999999"
"600028","2017-11","4381387074","26782111178","576213359.40999997"
"600028","2017-10","1624302405","9552257504","570479893.13999999"
"600028","2017-09","1615453924","9593860258","563790849.16999996"
"600028","2017-08","2490470145","15030135796","574302203.99000001"
"600028","2017-07","2382196875","14607507326","583857981.09000003"
"600028","2017-06","2353751871","14226071303","566657582.29999995"
"600028","2017-05","2228050757","13109185726","599147224.46000004"
"600028","2017-04","1693850780","9896027053","552323916.64999998"
"600028","2017-03","2777952564","15695633636","548501605.79999995"
"600028","2017-02","2389747046","13968150348","549457183.50999999"
"600028","2017-01","2889858017","16966903064","576213359.40999997"
"600028","2016-12","4072674427","22304026679","516967541.36000001"
"600028","2016-11","2046808324","10333414348","489255787.75999999"
"600028","2016-10","1201629154","5993091211","478744432.94"
"600028","2016-09","1010733040","4947811159","464410767.27999997"
"600028","2016-08","1376934207","6785738988","477788855.23000002"
"600028","2016-07","1425821114","6863716684","457721723.31"
"600028","2016-06","1200227490","5677491997","451032679.33999997"
"600028","2016-05","1747539442","8268987930","461544034.14999998"
"600028","2016-04","3040254975","14995614756","465366344.99000001"
"600028","2016-03","3683271276","17076747255","454854990.18000001"
"600028","2016-02","1603821263","7024508717","415676304.05000001"
"600028","2016-01","2863184572","13149754844","418543037.18000001"
"600028","2015-12","3223710152","16099390137","473966544.38999999"
"600028","2015-11","4629770932","24010032646","469188655.83999997"
"600028","2015-10","3333557174","16973834822","480655588.36000001"
"600028","2015-09","4089581768","20303937147","452943834.75999999"
"600028","2015-08","6728436371","37134112252","473010966.68000001"
"600028","2015-07","18046568650","126697326178","573346626.27999997"
"600028","2015-06","13759283515","102916668973","674637863.58000004"
"600028","2015-05","13736755445","105434127084","688971529.24000001"
"600028","2015-04","21868883287","162027592163","775929100.88999999"
"600028","2015-03","13034523682","82006479002","612525312.39999998"
"600028","2015-02","7160288328","42417941493","603925113.00999999"
"600028","2015-01","10639332636","71168232425","559384750.95000005"
"600028","2014-12","15039899182","91424851394","602057551.19000006"
"600028","2014-11","3105839694","16257143619","492010856.26999998"
"600028","2014-10","1500181849","7768134948","481056996.75999999"
"600028","2014-09","2013954488","11073772338","483795461.63999999"
"600029","2019-08","731940990","4921717407","46138810.5"
"600029","2019-07","580550930","4387688502","51124892"
"600029","2019-06","704762063","5187926053","54214858"
"600029","2019-05","799024447","5898292894","50492853.5"
"600029","2019-04","1707364983","15146874683","59552072"
"600029","2019-03","1972236806","16188015445","60043657.5"
"600029","2019-02","1489712563","11593606472","58639127.5"
"600029","2019-01","937839108","6634548743","50001268"
"600029","2018-12","916603799","6611689360","46630396"
"600029","2018-11","1794003094","12349933845","49860815"
"600029","2018-10","1098089515","6595305371","42767938.5"
"600029","2018-09","1282012796","8423174981","47473114"
"600029","2018-08","2062506760","13802738517","47402887.5"
"600029","2018-07","2319671385","17205186357","49790588.5"
"600029","2018-06","1653081282","16455125447","59341392.5"
"600029","2018-05","1429412979","14761093838","70226500"
"600029","2018-04","1422364619","14382010867","72684427.5"
"600029","2018-03","2070653060","22499443026","73105786.5"
"600029","2018-02","2234817146","26654551866","82937496.5"
"600029","2018-01","4261319140","47555991314","82656590.5"
"600029","2017-12","1715047485","19500908901","83709988"
"600029","2017-11","2465564651","24329233143","77740735.5"
"600029","2017-10","729937490","6113087249","61237508"
"600029","2017-09","1309115597","11404855533","58077315.5"
"600029","2017-08","1420723546","11829421170","61588640.5"
"600029","2017-07","1019062636","8585118112","56532332.5"
"600029","2017-06","1349151164","11948909938","61097055"
"600029","2017-05","949736368","7734361509","60605469.5"
"600029","2017-04","1403869181","11418600479","54074405"
"600029","2017-03","1741208758","13789304347","56602559"
"600029","2017-02","1750593230","13222703842","54074405"
"600029","2017-01","1475797740","10907901417","51405798"
"600029","2016-12","1596165452","11582340004","49299003"
"600029","2016-11","2346667544","17495899216","54355311"
"600029","2016-10","891000289","6427375560","50352400.5"
"600029","2016-09","818234295","5868354510","49158550"
"600029","2016-08","1757974289","13839808689","51405798"
"600029","2016-07","1966486742","15827732919","59552072"
"600029","2016-06","1158837121","8198306959","49579909"
"600029","2016-05","2666014242","18828484378","48034926"
"600029","2016-04","1138892047","7234088922","42557259"
"600029","2016-03","1474798250","9223678379","44312921.5"
"600029","2016-02","1071807399","7042719142","41152729"
"600029","2016-01","1900883903","14257253441","44383148"
"600029","2015-12","2584407563","21974396739","60184110.5"
"600029","2015-11","2909455046","25767821589","54355311"
"600029","2015-10","2774726362","23729229158","59411619"
"600029","2015-09","2201383055","17400306859","52599648.5"
"600029","2015-08","5586906013","61487426027","56672785.5"
"600029","2015-07","7470505749","88609782088","82094778.5"
"600029","2015-06","6461694306","85925938359","102109331"
"600029","2015-05","4128687128","41105037499","69805141"
"600029","2015-04","5665226076","56071099710","75704167"
"600029","2015-03","5805735022","42502044808","55619388"
"600029","2015-02","1153575863","5580418956","36447553.5"
"600029","2015-01","2718700268","14737273534","35043023.5"
"600029","2014-12","6030872602","31329418415","36236874"
"600029","2014-11","2515433042","9152277112","29073771"
"600029","2014-10","1448621348","4367770146","22191574"
"600029","2014-09","1389518878","3895911659","20927497"
"600030","2019-08","2280515379","49824791996","219063249.13999999"
"600030","2019-07","2386440251","56018675220","227994591.28999999"
"600030","2019-06","3005977570","66679300642","233687095.08000001"
"600030","2019-05","2714942047","55263790236","197569140.02000001"
"600030","2019-04","4441530595","109834990422","226129805.56999999"
"600030","2019-03","7290565677","179047510588","243207316.93000001"
"600030","2019-02","3702073132","81802256530","230742696.56999999"
"600030","2019-01","1713150992","30175325561","179215722.63999999"
"600030","2018-12","1255062879","21314985744","157132733.81999999"
"600030","2018-11","2952401810","51273429897","165573342.88"
"600030","2018-10","2367065074","39077574946","168419594.77000001"
"600030","2018-09","1073619233","17326935551","163806703.77000001"
"600030","2018-08","1338501939","21626356582","156838293.97"
"600030","2018-07","1672246751","27773481929","165475196.25999999"
"600030","2018-06","1518636999","26850937332","162628944.37"
"600030","2018-05","1988397303","38660469370","182945294.09"
"600030","2018-04","2269595449","43193958654","186380425.68000001"
"600030","2018-03","2698269806","49780566320","182356414.38999999"
"600030","2018-02","3146903793","60784214715","177743523.38999999"
"600030","2018-01","5303857107","110700269005","208954147.59"
"600030","2017-12","2090039541","38800226931","177645376.77000001"
"600030","2017-11","3818372473","71068430218","188343358.02000001"
"600030","2017-10","1122705220","20107113120","169989940.63999999"
"600030","2017-09","1821507868","32983728029","178528696.31999999"
"600030","2017-08","2574364778","45151176088","178921282.78999999"
"600030","2017-07","2357702639","40671113982","170284380.5"
"600030","2017-06","1783612378","29906378724","167045542.13"
"600030","2017-05","1169807901","18660649827","161353038.34999999"
"600030","2017-04","919869981","14903845959","159291959.38999999"
"600030","2017-03","1121303789","18288604342","158114199.99000001"
"600030","2017-02","1157369127","19285912969","162432651.13999999"
"600030","2017-01","1012580518","16454444714","161745624.81999999"
"600030","2016-12","1912236793","31881079190","157623466.90000001"
"600030","2016-11","3479264592","60562199454","174210245.18000001"
"600030","2016-10","1168477676","19502905625","163021530.84"
"600030","2016-09","1185013218","19449145375","158212346.59999999"
"600030","2016-08","2203588143","37764914830","165867782.72999999"
"600030","2016-07","1874083791","31194727445","159193812.77000001"
"600030","2016-06","1588406071","25639547655","159291959.38999999"
"600030","2016-05","1545398602","24684667711","164788169.94"
"600030","2016-04","2352153722","40908840104","161353038.34999999"
"600030","2016-03","5376054047","90632520381","174700978.25999999"
"600030","2016-02","2087913335","30616388653","140153369.08000001"
"600030","2016-01","3726684477","59426686091","142312594.65000001"
"600030","2015-12","5505747535","107310053108","189913703.90000001"
"600030","2015-11","9244794723","181859286431","173032485.77000001"
"600030","2015-10","4284228779","66451216108","155758681.18000001"
"600030","2015-09","4338872795","62484681800","133283105.89"
"600030","2015-08","6205129365","115060521328","147906951.81999999"
"600030","2015-07","8907601323","222195403828","204046816.74000001"
"600030","2015-06","7378684039","224707600890","264112546.34999999"
"600030","2015-05","7096214225","235499045429","298071275.82999998"
"600030","2015-04","11083311027","391177451087","337231776.00999999"
"600030","2015-03","9259946736","284072487010","322117196.99000001"
"600030","2015-02","5559772730","160325955864","289826960"
"600030","2015-01","12230890183","383492457645","273436474.95999998"
"600030","2014-12","20614763940","568431602956","332717031.63"
"600030","2014-11","8311124835","126533196431","169401060.94"
"600030","2014-10","2645281261","34604031491","130240560.76000001"
"600030","2014-09","2755685885","36598478209","130731293.84"
"600036","2019-08","1080637936","37856797347","707160215.02999997"
"600036","2019-07","925926732","33461700707","754194208.32000005"
"600036","2019-06","1098816143","39448079760","742229420.55999994"
"600036","2019-05","966711075","32375105073","705716188.91999996"
"600036","2019-04","1327926680","46702165686","710667135.58000004"
"600036","2019-03","1334902327","42612710763","699733795.02999997"
"600036","2019-02","811888667","24820143921","654762696.17999995"
"600036","2019-01","952265121","25515103546","602571466.76999998"
"600036","2018-12","1014796818","27328700379","519849399.61000001"
"600036","2018-11","1082149674","31276673516","588956363.45000005"
"600036","2018-10","1113890432","32345983438","596382783.44000006"
"600036","2018-09","719656680","20761089874","633102304.52999997"
"600036","2018-08","864305823","24014759249","583592837.89999998"
"600036","2018-07","1022255093","27272643227","585655732.34000003"
"600036","2018-06","849223286","23987193409","545429290.70000005"
"600036","2018-05","863934857","25545994738","593701020.66999996"
"600036","2018-04","832474602","24024532061","605046940.10000002"
"600036","2018-03","1126606784","33953920532","600095993.44000006"
"600036","2018-02","1241843171","39779465059","625057016.20000005"
"600036","2018-01","1548304891","49713336142","700146373.91999996"
"600036","2017-12","1191410779","34426460753","598651967.33000004"
"600036","2017-11","1786707640","51210178643","598033099"
"600036","2017-10","1034653637","27749737988","559044394.02999997"
"600036","2017-09","824424421","21571865365","527069530.16000003"
"600036","2017-08","1046892257","27271187843","551824263.48000002"
"600036","2017-07","1177572511","28943553159","527482109.05000001"
"600036","2017-06","1562083973","35138441414","493238061.30000001"
"600036","2017-05","1159124409","24062668463","462500934.10000002"
"600036","2017-04","673287199","12725552630","394631706.93000001"
"600036","2017-03","722466173","13723165995","395456864.69999999"
"600036","2017-02","489551654","9347806665","401026679.69999999"
